web-scraper-order,web-scraper-start-url,link,link-href,details,etat,adresse,prix,image_lien-src
"1708073247-229","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=28","Réfrigérateur vitrine
Venant
Colobane,
Dakar

4. janv., 13:37

Vendeur vérifié

115 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-vitrine-5951114","Réfrigérateur vitrine","Venant","Colobane

Dakar","115 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/769f210776652ba0496c6e2316dd4983/-/horizon-files-prod/ed/picture/qkrgx4k8/a3f966bb21eecb557ab71e21e787e1d339138e15.jpg"
"1708073251-230","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=28","Congélateur Astech 300L
Neuf
Plateau,
Dakar

4. janv., 18:25

165 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/congelateur-astech-300l-5972514","Congélateur Astech 300L","Neuf","Plateau

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e6aecac6581536a90bf0c898426d3eb/-/horizon-files-prod/ed/picture/qkrg244w/e9b2af54a7cdb08d3fead097f3a267d900470c0e.jpg"
"1708073258-231","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","Réfrigérateur Combiné Smart Trois Tiroirs
Neuf
Plateau,
Dakar

4. janv., 18:25

135 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/refrigerateur-combine-smart-trois-tiroirs-5899503","Réfrigérateur Combiné Smart Trois Tiroirs","Neuf","Plateau

Dakar","135 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3571df79b07fdd4d7e10791ea4eaaa1d/-/horizon-files-prod/ed/picture/q0gw7ggk/92c0cea22d94cfb8ac19fa367c4abc8e2f1cf198.jpg"
"1708073261-232","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","FONTAINE MIDEA BLANC
Neuf
Plateau,
Dakar

4. janv., 22:34

89 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/fontaine-midea-blanc-5972643","FONTAINE MIDEA BLANC","Neuf","Plateau

Dakar","89 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b39ab3fc918a03e708eaf62c2263738/-/horizon-files-prod/ed/picture/qzvde7d9/5fc9bebef73d611b47a25fdff78f88fd01f605e1.jpg"
"1708073264-233","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","CONGÉLATEUR 700LITRES FINIX HORIZONTAL SILVER
Neuf
Plateau,
Dakar

4. janv., 22:42

379 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/congelateur-700litres-finix-horizontal-silver-5972646","CONGÉLATEUR 700LITRES FINIX HORIZONTAL SILVER","Neuf","Plateau

Dakar","379 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd827f3727e5fbe992638537d111e429/-/horizon-files-prod/ed/picture/qv4ex2e2/6c2f6e80004fb3212f0712360266599b2b902cc0.jpg"
"1708073267-234","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","CONGÉLATEUR 230LITRES ASTECH VERTICAL 6TIROIRS PLAQ ALU
Neuf
Plateau,
Dakar

6. janv., 00:00

219 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/congelateur-230litres-astech-vertical-6tiroirs-plaq-alu-5973514","CONGÉLATEUR 230LITRES ASTECH VERTICAL 6TIROIRS PLAQ ALU","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1f6aac019dd9ad6d0e552e5115a4028/-/horizon-files-prod/ed/picture/qkrg299x/27c3705d4747df81ddb781c0c247c89bae2b0c20.jpg"
"1708073270-235","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","CONGÉLATEUR 900LITRES HAIER HORIZONTAL BLANC
Neuf
Plateau,
Dakar

6. janv., 00:05

569 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/congelateur-900litres-haier-horizontal-blanc-5973517","CONGÉLATEUR 900LITRES HAIER HORIZONTAL BLANC","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/01ec561a3087f1b095d183d87059c0e0/-/horizon-files-prod/ed/picture/q2jq5ppd/5e6adb4c687f8308eccbc19397bdee09bbf51b68.jpg"
"1708073274-236","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","Frigo combiné 4T 380L fontaine
Neuf
Plateau,
Dakar

6. janv., 10:01

285 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-combine-4t-380l-fontaine-2729142","Frigo combiné 4T 380L fontaine","Neuf","Plateau

Dakar","285 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6baeefbf84d6f2b6a255d4ae0c27f067/-/horizon-files-prod/ed/picture/migrated/q7ppj5d/d51c887616257a86e2495a447a4efcce7e7c8d32.png"
"1708073277-237","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","REFRGERATEUR 2 PORTES RONSTAR
Neuf
Ouakam,
Dakar

6. janv., 14:28

159 900 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/refrgerateur-2-portes-ronstar-5914085","REFRGERATEUR 2 PORTES RONSTAR","Neuf","Ouakam

Dakar","159 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a306d8915bc79bd85d13315260a44035/-/horizon-files-prod/ed/picture/q56xpgd6/c087ad092e6fb3d2abb6159131e44425e4ea3aa8.jpg"
"1708073280-238","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","REFRIGERATEUR - SMART TECHNOLOGY - STCB 185H -3T - 180L
Neuf
Ouakam,
Dakar

6. janv., 14:30

179 900 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/refrigerateur-smart-technology-stcb-185h-3t-180l-5860727","REFRIGERATEUR - SMART TECHNOLOGY - STCB 185H -3T - 180L","Neuf","Ouakam

Dakar","179 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8661563d60465f56dd04c7d743cd7008/-/horizon-files-prod/ed/picture/qngx5j4v/f94a7177d7c9ee65811e954a108430ce1f060684.jpg"
"1708073283-239","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","Frigo bar
D'occasion
Liberte 6,
Dakar

7. janv., 17:44

55 000 F Cfa

784338306","https://www.expat-dakar.com/annonce/frigo-bar-5974168","Frigo bar","D'occasion","Liberte 6

Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d40b8881f04d59c3e6c6489f9d3a99e/-/horizon-files-prod/ed/picture/qv4eq49p/1fd487406284a4be23d2ed9d62961b7de786bb0c.jpg"
"1708073286-240","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=27","RÉFRIGÉRATEUR ASTECH COMBINÉ 4TIROIRS SILVER
Neuf
Plateau,
Dakar

7. janv., 20:37

224 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-astech-combine-4tiroirs-silver-5974336","RÉFRIGÉRATEUR ASTECH COMBINÉ 4TIROIRS SILVER","Neuf","Plateau

Dakar","224 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbe63dc011dca56c415997ff64fe9c62/-/horizon-files-prod/ed/picture/qkrgqrnz/181044bdfa67da1a714fa20de90b6aeb34ecc3ce.jpg"
"1708073292-241","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","CONGÉLATEUR 830LITRES ASTECH HORIZONTAL SILVER
Neuf
Plateau,
Dakar

7. janv., 20:44

459 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/congelateur-830litres-astech-horizontal-silver-5974340","CONGÉLATEUR 830LITRES ASTECH HORIZONTAL SILVER","Neuf","Plateau

Dakar","459 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd06254a6c4bc0ea17fc5118d3f28804/-/horizon-files-prod/ed/picture/qdek6em5/75f285dae0b3ba60e8e145115932b1df70805015.jpg"
"1708073295-242","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR ASTECH SIDE BY SIDE NOIR A+
Neuf
Plateau,
Dakar

7. janv., 20:55

489 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/refrigerateur-astech-side-by-side-noir-a-5974351","RÉFRIGÉRATEUR ASTECH SIDE BY SIDE NOIR A+","Neuf","Plateau

Dakar","489 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0ba72dad72638e8cca043c3f077a7986/-/horizon-files-prod/ed/picture/qq47v4n6/b11398510d589e4324e67f53f5c583a7fb9f0a62.jpg"
"1708073298-243","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR 600LITRES ASTECH VITRINE 2PORTES
Neuf
Plateau,
Dakar

7. janv., 21:03

569 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/refrigerateur-600litres-astech-vitrine-2portes-5974359","RÉFRIGÉRATEUR 600LITRES ASTECH VITRINE 2PORTES","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9261b54f08db416cb503512da5537c2/-/horizon-files-prod/ed/picture/qj4rw4ge/c5ea124c23dce69c191592e8a8f1ba0f64b8157a.jpg"
"1708073301-244","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","CONGÉLATEUR 750LITRES ASTECH SILVER
Neuf
Plateau,
Dakar

7. janv., 21:10

398 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/congelateur-750litres-astech-silver-5974363","CONGÉLATEUR 750LITRES ASTECH SILVER","Neuf","Plateau

Dakar","398 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d86d0d7de875127e742e43489c509705/-/horizon-files-prod/ed/picture/q56x56n7/a22e5c2297735b0205619680397ec1d04d81a476.jpg"
"1708073304-245","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","CONGÉLATEUR 600LITRES ASTECH HORIZONTAL AVEC VITRE
Neuf
Plateau,
Dakar

7. janv., 21:17

319 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/congelateur-600litres-astech-horizontal-avec-vitre-5974364","CONGÉLATEUR 600LITRES ASTECH HORIZONTAL AVEC VITRE","Neuf","Plateau

Dakar","319 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/db1e711eea69ae59520e6131fac7f954/-/horizon-files-prod/ed/picture/qenq7nkd/2edbc2046b52ba6fb8ae92bdc4ac8ffce7a600c3.jpg"
"1708073307-246","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","CONGÉLATEUR 520LITRES ASTECH HORIZONTAL SILVER
Neuf
Plateau,
Dakar

7. janv., 21:45

269 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/congelateur-520litres-astech-horizontal-silver-5974376","CONGÉLATEUR 520LITRES ASTECH HORIZONTAL SILVER","Neuf","Plateau

Dakar","269 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f56ece7a92d320605e58711280da2168/-/horizon-files-prod/ed/picture/qrzv0zx4/27c7d8dd1e2e4d323cc8d70da3d767e83038694d.jpg"
"1708073310-247","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR 270LITRES ASTECH COMBINÉ 5TIROIRS
Neuf
Plateau,
Dakar

7. janv., 22:01

259 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-270litres-astech-combine-5tiroirs-5974391","RÉFRIGÉRATEUR 270LITRES ASTECH COMBINÉ 5TIROIRS","Neuf","Plateau

Dakar","259 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/53c883f31c97c3726ea5f638f01e86db/-/horizon-files-prod/ed/picture/q0gwzgjk/950045669f4911693d692ad0814a3af86d29f326.jpg"
"1708073314-248","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR HAIER SIDE BY SIDE 4PORTES AVEC FONTAINE
Neuf
Plateau,
Dakar

7. janv., 23:25

569 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-haier-side-by-side-4portes-avec-fontaine-5974414","RÉFRIGÉRATEUR HAIER SIDE BY SIDE 4PORTES AVEC FONTAINE","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/35846f661f95bfb86882d3cd2f057cb5/-/horizon-files-prod/ed/picture/qkrgqrjp/2f433d7e8056354032a1dfbc8dce61c80d260576.jpg"
"1708073317-249","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR 246LITRES HAIER COMBINÉ 4TIROIRS NOIR
Neuf
Plateau,
Dakar

7. janv., 23:34

249 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/refrigerateur-246litres-haier-combine-4tiroirs-noir-5974417","RÉFRIGÉRATEUR 246LITRES HAIER COMBINÉ 4TIROIRS NOIR","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d05379c60fdf614a5973071dfc5770bb/-/horizon-files-prod/ed/picture/q2jqdjmg/6796cc7dfaa6e8503bea4db62cf145a6d6e88f43.jpg"
"1708073320-250","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=26","RÉFRIGÉRATEUR 246LITRES HAIER COMBINÉ 4TIROIRS SILVER
Neuf
Plateau,
Dakar

7. janv., 23:41

249 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/refrigerateur-246litres-haier-combine-4tiroirs-silver-5974418","RÉFRIGÉRATEUR 246LITRES HAIER COMBINÉ 4TIROIRS SILVER","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f922b2d9d221b11ed236fffb0ae3b8d0/-/horizon-files-prod/ed/picture/qdek6e84/81a1251ca9b7deb8f3bbaeb446d11b99d77c18bc.jpg"
"1708073326-251","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Réfrigérateur combiné 3 tiroirs smart tech
Neuf
Plateau,
Dakar

8. janv., 12:00

145 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/refrigerateur-combine-3-tiroirs-smart-tech-5963476","Réfrigérateur combiné 3 tiroirs smart tech","Neuf","Plateau

Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/42d4dd8a827d3c485dceb573514bef96/-/horizon-files-prod/ed/picture/qrzv5zrq/160d5c8e794ca5fda6d11d2a2d244caf295842c8.jpg"
"1708073329-252","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Réfrigérateur Samsung 3 tiroir
Venant
Patte d‘oie,
Dakar

8. janv., 15:11

Vendeur vérifié

250 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-samsung-3-tiroir-5956154","Réfrigérateur Samsung 3 tiroir","Venant","Patte d‘oie

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a9bacf35bcfb1b4772d8dffa58a3e5a/-/horizon-files-prod/ed/picture/qrzv7jqn/7267007a83594cf84de77f9b2380d0bc941bbf79.jpg"
"1708073332-253","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Frigo ROCH 3T 176L RFR190
Neuf
Plateau,
Dakar

8. janv., 15:27

195 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-roch-3t-176l-rfr190-5457033","Frigo ROCH 3T 176L RFR190","Neuf","Plateau

Dakar","195 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bb46bbfac75a7b65c63b2ec02814023/-/horizon-files-prod/ed/picture/qxjjgxr4/11927aaec068d947cbb68dd40125ff802b0df063.jpg"
"1708073335-254","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Frigo 3tiroirs 186L smart technologie
Neuf
Plateau,
Dakar

8. janv., 15:34

150 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/frigo-3tiroirs-186l-smart-technologie-4041327","Frigo 3tiroirs 186L smart technologie","Neuf","Plateau

Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89562ca98bb17471e303013dfe03952a/-/horizon-files-prod/ed/picture/qne9z6v/819dda1d7e14725f92ecc268215091427bf7fd57.jpg"
"1708073338-255","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Frigo 5tiroirs combiné smart technologie
Neuf
Castor,
Dakar

8. janv., 15:34

240 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/frigo-5tiroirs-combine-smart-technologie-5767539","Frigo 5tiroirs combiné smart technologie","Neuf","Castor

Dakar","240 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/92e760c904789c4886b90c196bf1ffad/-/horizon-files-prod/ed/picture/q2jr29we/ed27ced624a7d0c970475e878b0a0ad266035a51.jpg"
"1708073341-256","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Réfrigérateur
Neuf
Mamelles,
Dakar

8. janv., 16:45

140 000 F Cfa

778808130","https://www.expat-dakar.com/annonce/refrigerateur-5974766","Réfrigérateur","Neuf","Mamelles

Dakar","140 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a109559fa5b17cf8426243afaeadd035/-/horizon-files-prod/ed/picture/q6xkm64n/2981e12cb0d0e70c30bc24fc5ae84ce7ec0ec0e3.jpg"
"1708073344-257","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Réfrigérateur 2 port astech A++
Neuf
Plateau,
Dakar

9. janv., 14:39

130 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/refrigerateur-2-port-astech-a-5968080","Réfrigérateur 2 port astech A++","Neuf","Plateau

Dakar","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7616c350a4ee363a3c9491c21cc4d71/-/horizon-files-prod/ed/picture/qkrg22zx/ac0dbaaca9030de42cee2b914e7d0266c67f7938.jpg"
"1708073347-258","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Réfrigérateur Astech FP 150
Neuf
Médina,
Dakar

9. janv., 16:17

125 000 F Cfa

774289394","https://www.expat-dakar.com/annonce/refrigerateur-astech-fp-150-5975835","Réfrigérateur Astech FP 150","Neuf","Médina

Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/807f1cd173d03ab5667980bcce2703c0/-/horizon-files-prod/ed/picture/qgq90w6n/32d4f391566f670d46e5a90e85c8b61fd86f777d.jpg"
"1708073350-259","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Vente Frigo BEKO
D'occasion
Mermoz,
Dakar

9. janv., 16:45

180 000 F Cfa

775214889","https://www.expat-dakar.com/annonce/vente-frigo-beko-5975811","Vente Frigo BEKO","D'occasion","Mermoz

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1bb65725fd4daaee89f4024b056bb3f/-/horizon-files-prod/ed/picture/qxj2zpmv/f26db163cdec5a33d155f36bd5b89aa57e1dbee2.jpg"
"1708073353-260","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=25","Congélateur ASTECH horizontal CH-195
D'occasion
Fass,
Dakar

10. janv., 12:31

120 000 F Cfa

783806067","https://www.expat-dakar.com/annonce/congelateur-astech-horizontal-ch-195-5976564","Congélateur ASTECH horizontal CH-195","D'occasion","Fass

Dakar","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac64bac9f7e3609519662fb105315003/-/horizon-files-prod/ed/picture/qenq799d/ab4048d79b1dcd5e246a9847dbe53bf30bdd2298.jpg"
"1708073360-261","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Réfrigérateur 3tiroirs astech
Neuf
Colobane,
Dakar

10. janv., 16:12

Vendeur vérifié

184 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-3tiroirs-astech-5959490","Réfrigérateur 3tiroirs astech","Neuf","Colobane

Dakar","184 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1fb5f1b58bde206204e181f075400d57/-/horizon-files-prod/ed/picture/qv4ezvn2/bce230c8393a84272117e63188674f20441ead85.jpg"
"1708073363-262","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Frigo 2 portes mini candy A+ 150l
Venant
Derkle,
Dakar

11. janv., 08:15

Vendeur vérifié

85 000 F Cfa

776361422","https://www.expat-dakar.com/annonce/frigo-2-portes-mini-candy-a-150l-5977349","Frigo 2 portes mini candy A+ 150l","Venant","Derkle

Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fbabb9bfe6950e58b8df951994765426/-/horizon-files-prod/ed/picture/qngxz0mv/db9890c417904d598a8ae601e0b980b99cb21df2.jpg"
"1708073366-263","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","CONGELATEUR ASTECH 300L A+
Neuf
Ouakam,
Dakar

11. janv., 12:36

Vendeur vérifié

179 900 F Cfa

190 000 F Cfa

Économisez 5.3%

770521414

709557473","https://www.expat-dakar.com/annonce/congelateur-astech-300l-a-5750293","CONGELATEUR ASTECH 300L A+","Neuf","Ouakam

Dakar","179 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/15fe0f5710d82399d974654970d6d28f/-/horizon-files-prod/ed/picture/qngdn5qr/6a5b5c004c1cb1a512c9f5d639395baaeb84db88.jpg"
"1708073369-264","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Un frigo side-by-side 2 porte en inox
D'occasion
Sicap Liberté,
Dakar

11. janv., 16:15

200 000 F Cfa

775281422

777007064","https://www.expat-dakar.com/annonce/un-frigo-side-by-side-2-porte-en-inox-5976621","Un frigo side-by-side 2 porte en inox","D'occasion","Sicap Liberté

Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/202c69134bfbb0b3220c3439d480482c/-/horizon-files-prod/ed/picture/qzvd6zjq/0625e4ab99c11eb806a96e7fe45fb5782802700a.jpg"
"1708073373-265","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Réfrigérateur roch side by side
Neuf
Colobane,
Dakar

11. janv., 20:51

Vendeur vérifié

550 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-roch-side-by-side-5978109","Réfrigérateur roch side by side","Neuf","Colobane

Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/25b6d92071e70ac3d78e912be43c1ad3/-/horizon-files-prod/ed/picture/q448mp75/4f0a5d148e60e0509b3656f9f7d9aa39751645fd.jpg"
"1708073376-266","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Congélateur 6t plaque ALu
Neuf
Colobane,
Dakar

11. janv., 21:04

Vendeur vérifié

250 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-6t-plaque-alu-5978117","Congélateur 6t plaque ALu","Neuf","Colobane

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5369a528416ebf521e40b49b50010475/-/horizon-files-prod/ed/picture/q2jqdg52/7b51e3b431f1a79bd4e6694b5091c11e7a9a7665.jpg"
"1708073379-267","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","RÉFRIGÉRATEUR SHARP BAR SILVER
Neuf
Plateau,
Dakar

11. janv., 21:23

110 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-sharp-bar-silver-5978121","RÉFRIGÉRATEUR SHARP BAR SILVER","Neuf","Plateau

Dakar","110 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/144172621870491f00cc34fbe90f5636/-/horizon-files-prod/ed/picture/qzvd6xe9/e01fc3924bcbf8f855865155a16a40d676a0db39.jpg"
"1708073382-268","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","CONGÉLATEUR 700LITRES FINIX HORIZONTAL SILVER
Neuf
Plateau,
Dakar

11. janv., 21:31

359 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/congelateur-700litres-finix-horizontal-silver-5978123","CONGÉLATEUR 700LITRES FINIX HORIZONTAL SILVER","Neuf","Plateau

Dakar","359 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/081e59cf1ab18d819b02902039b07270/-/horizon-files-prod/ed/picture/q785mg9e/06f1a56ebdb7e93341363950ed6e822ea9cd1811.jpg"
"1708073385-269","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","CONGÉLATEUR 600LITRES WHIRLPOOL HORIZONTALE BLANC
Neuf
Plateau,
Dakar

11. janv., 21:37

319 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/congelateur-600litres-whirlpool-horizontale-blanc-5978130","CONGÉLATEUR 600LITRES WHIRLPOOL HORIZONTALE BLANC","Neuf","Plateau

Dakar","319 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e6c18efab0ad7f64aa84ec84ce36fda/-/horizon-files-prod/ed/picture/q8v5dgd4/1901032ba4925e8dff8e82adab436ef32f5fb13f.jpg"
"1708073389-270","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=24","Frigo combiné 3 tiroirs whirlpool A+ 354 l
Venant
Derkle,
Dakar

12. janv., 09:23

Vendeur vérifié

160 000 F Cfa

776361422","https://www.expat-dakar.com/annonce/frigo-combine-3-tiroirs-whirlpool-a-354-l-5978385","Frigo combiné 3 tiroirs whirlpool A+ 354 l","Venant","Derkle

Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d830d839f8eade035c5977b29169172/-/horizon-files-prod/ed/picture/q56x5vw0/78f5163c48e76a545e0109096b6cd7ec37ae39eb.jpg"
"1708073395-271","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=23","Congélateur vertical bar 3 tiroirs
Venant
Derkle,
Dakar

12. janv., 09:46

Vendeur vérifié

85 000 F Cfa

776361422","https://www.expat-dakar.com/annonce/congelateur-vertical-bar-3-tiroirs-5978408","Congélateur vertical bar 3 tiroirs","Venant","Derkle

Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c623f1be0a343fb14866b77cc1c800c6/-/horizon-files-prod/ed/picture/q8v5dnv6/2c22efa5c9500b5ca7bbac7c09556025f8749b67.jpg"
"1708073398-272","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=23","Refrigerateur astech combiné 3 tiroirs fc180A A+++
Neuf
Yoff,
Dakar

12. janv., 22:08

Vendeur vérifié

169 000 F Cfa

780112425

705906186","https://www.expat-dakar.com/annonce/refrigerateur-astech-combine-3-tiroirs-fc180a-a-5933794","Refrigerateur astech combiné 3 tiroirs fc180A A+++","Neuf","Yoff

Dakar","169 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4467602e2e49b5f18d479ab643dd811/-/horizon-files-prod/ed/picture/qwe2nrvd/fd24c15e7ae06f9afc2304fb1bb0139b790d245e.jpg"
"1708073401-273","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=23","CONGÉLATEUR 4000LITRES ELACTRON HORIZONTAL SILVER
Neuf
Plateau,
Dakar

12. janv., 22:15

209 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/congelateur-4000litres-elactron-horizontal-silver-5979092","CONGÉLATEUR 4000LITRES ELACTRON HORIZONTAL SILVER","Neuf","Plateau

Dakar","209 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2198efdf2b224c96a146c9b687b69d17/-/horizon-files-prod/ed/picture/q9m9ddwp/cfb181f6124bcf9362ba4bf393069affb3518a2a.jpg"
