web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,details,etat_clim,adresse,prix
"1707536434-78","https://www.expat-dakar.com/climatisation?page=43","SPLIT 3CV HAIER 24000BTU R410
Neuf
Plateau,
Dakar

28. nov. '23, 21:47

319 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-3cv-haier-24000btu-r410-5812818","SPLIT 3CV HAIER 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536437-79","https://www.expat-dakar.com/climatisation?page=43","SPLIT 2.5CV HAIER INVERTER 18000BTU
Neuf
Plateau,
Dakar

27. nov. '23, 16:58

279 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-25cv-haier-inverter-18000btu-5812824","SPLIT 2.5CV HAIER INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536439-80","https://www.expat-dakar.com/climatisation?page=43","SPLIT HAIER 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

27. nov. '23, 17:17

219 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-haier-15cv-inverter-12000btu-5812830","SPLIT HAIER 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536444-81","https://www.expat-dakar.com/climatisation?page=42","SPLIT 1CV INVERTER HAIER 9000BTU
Neuf
Plateau,
Dakar

27. nov. '23, 17:16

189 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-1cv-inverter-haier-9000btu-5812836","SPLIT 1CV INVERTER HAIER 9000BTU","Neuf","Plateau

Dakar",""
"1707536447-82","https://www.expat-dakar.com/climatisation?page=42","SPLIT HAIER 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

27. nov. '23, 16:43

219 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-haier-15cv-inverter-12000btu-5812857","SPLIT HAIER 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536449-83","https://www.expat-dakar.com/climatisation?page=42","SPLIT HAIER 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 13:12

189 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-haier-15cv-12000btu-r410-5812878","SPLIT HAIER 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536452-84","https://www.expat-dakar.com/climatisation?page=42","Split
Neuf
Plateau,
Dakar

27. juil. '23, 11:33

170 000 F Cfa

765779574

784001597","https://www.expat-dakar.com/annonce/split-5803845","Split","Neuf","Plateau

Dakar",""
"1707536454-85","https://www.expat-dakar.com/climatisation?page=42","REFROIDISSEUR AIR ASTECH 35L
Neuf
Ouakam,
Dakar

27. juil. '23, 14:51

Vendeur vérifié

109 900 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/refroidisseur-air-astech-35l-5726545","REFROIDISSEUR AIR ASTECH 35L","Neuf","Ouakam

Dakar",""
"1707536457-86","https://www.expat-dakar.com/climatisation?page=42","Split 1.5 inverter -70% énergie
Neuf
Castor,
Dakar

29. juil. '23, 08:36

219 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/split-15-inverter-70-energie-5789837","Split 1.5 inverter -70% énergie","Neuf","Castor

Dakar",""
"1707536460-87","https://www.expat-dakar.com/climatisation?page=42","Split ASTECH
Neuf
Médina,
Dakar

31. juil. '23, 11:23

140 000 F Cfa

779733745","https://www.expat-dakar.com/annonce/split-astech-5759618","Split ASTECH","Neuf","Médina

Dakar",""
"1707536462-88","https://www.expat-dakar.com/climatisation?page=42","Solit 12btu Smart technologie
Neuf
Colobane,
Dakar

2. août '23, 16:06

Vendeur vérifié

165 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/solit-12btu-smart-technologie-5814255","Solit 12btu Smart technologie","Neuf","Colobane

Dakar",""
"1707536465-89","https://www.expat-dakar.com/climatisation?page=42","SPLIT PORTATIF ROCH 9000BTU 1000W
Neuf
Plateau,
Dakar

14. déc. '23, 01:14

169 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-portatif-roch-9000btu-1000w-5821908","SPLIT PORTATIF ROCH 9000BTU 1000W","Neuf","Plateau

Dakar",""
"1707536467-90","https://www.expat-dakar.com/climatisation?page=42","SPLIT HAIER 24000BTU ALLEGE INVERTER + LIAISON
Neuf
Plateau,
Dakar

3. déc. '23, 19:57

749 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-haier-24000btu-allege-inverter-liaison-5823229","SPLIT HAIER 24000BTU ALLEGE INVERTER + LIAISON","Neuf","Plateau

Dakar",""
"1707536472-91","https://www.expat-dakar.com/climatisation?page=41","SPLIT HAIER 18000BTU INVERTER ALLEGE + LIAISON
Neuf
Plateau,
Dakar

13. déc. '23, 16:03

685 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-haier-18000btu-inverter-allege-liaison-5823268","SPLIT HAIER 18000BTU INVERTER ALLEGE + LIAISON","Neuf","Plateau

Dakar",""
"1707536475-92","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 14:04

149 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-15cv-smart-technology-12000btu-r410-5823284","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536477-93","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.5CV DESKA 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 13:11

149 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-15cv-deska-12000btu-r410-5823293","SPLIT 1.5CV DESKA 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536480-94","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410
Neuf
Plateau,
Dakar

15. déc. '23, 23:21

139 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-125cv-smart-technology-9000btu-r410-5823294","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536482-95","https://www.expat-dakar.com/climatisation?page=41","Split 9000btu Smart technologie
Neuf
Colobane,
Dakar

5. août '23, 03:49

Vendeur vérifié

149 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/split-9000btu-smart-technologie-5811295","Split 9000btu Smart technologie","Neuf","Colobane

Dakar",""
"1707536485-96","https://www.expat-dakar.com/climatisation?page=41","SPLIT DESKA 1.25CV 9000BTU R410
Neuf
Plateau,
Dakar

14. déc. '23, 19:05

139 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-deska-125cv-9000btu-r410-5826702","SPLIT DESKA 1.25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536488-97","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.5CV DEDKA 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 14:02

149 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-15cv-dedka-12000btu-r410-5827280","SPLIT 1.5CV DEDKA 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536490-98","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 13:09

139 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-125cv-smart-technology-9000btu-r410-5827292","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536493-99","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410
Neuf
Plateau,
Dakar

14. déc. '23, 01:13

149 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-15cv-smart-technology-12000btu-r410-5827312","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536495-100","https://www.expat-dakar.com/climatisation?page=41","SPLIT 1.5CV 12000BTU DESKA 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 21:02

149 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-15cv-12000btu-deska-12000btu-r410-5827315","SPLIT 1.5CV 12000BTU DESKA 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536500-101","https://www.expat-dakar.com/climatisation?page=40","SPLIT 1.25CV FINIX 9000BTU R410
Neuf
Plateau,
Dakar

15. déc. '23, 23:21

140 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-125cv-finix-9000btu-r410-5827331","SPLIT 1.25CV FINIX 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536503-102","https://www.expat-dakar.com/climatisation?page=40","SPLIT FINIX 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

14. déc. '23, 01:00

169 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-finix-15cv-12000btu-r410-5827335","SPLIT FINIX 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536505-103","https://www.expat-dakar.com/climatisation?page=40","SPLIT ASTECH 1.25CV 9000BTU R410 A+
Neuf
Plateau,
Dakar

13. déc. '23, 16:02

155 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-astech-125cv-9000btu-r410-a-5827353","SPLIT ASTECH 1.25CV 9000BTU R410 A+","Neuf","Plateau

Dakar",""
"1707536508-104","https://www.expat-dakar.com/climatisation?page=40","Split 1.5 12000btu Smart
Neuf
Colobane,
Dakar

7. août '23, 15:44

Vendeur vérifié

170 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/split-15-12000btu-smart-5808292","Split 1.5 12000btu Smart","Neuf","Colobane

Dakar",""
"1707536510-105","https://www.expat-dakar.com/climatisation?page=40","VENTILATEUR ÉLECTRIQUE SOLAIRE
Neuf
Plateau,
Dakar

10. août '23, 16:25

776743468","https://www.expat-dakar.com/annonce/ventilateur-electrique-solaire-5770233","VENTILATEUR ÉLECTRIQUE SOLAIRE","Neuf","Plateau

Dakar",""
"1707536512-106","https://www.expat-dakar.com/climatisation?page=40","Split Smart 1.5
Neuf
Plateau,
Dakar

11. août '23, 17:19

140 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-smart-15-5786972","Split Smart 1.5","Neuf","Plateau

Dakar",""
"1707536515-107","https://www.expat-dakar.com/climatisation?page=40","Split Astech 9000btu 1cv GAZ 410
Neuf
Plateau,
Dakar

12. août '23, 10:19

Vendeur vérifié

150 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/split-astech-9000btu-1cv-gaz-410-5648985","Split Astech 9000btu 1cv GAZ 410","Neuf","Plateau

Dakar",""
"1707536517-108","https://www.expat-dakar.com/climatisation?page=40","Split Beko 3cv 24000Btu freon 410
Neuf
Plateau,
Dakar

13. déc. '23, 02:21

469 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-beko-3cv-24000btu-freon-410-5834937","Split Beko 3cv 24000Btu freon 410","Neuf","Plateau

Dakar",""
"1707536520-109","https://www.expat-dakar.com/climatisation?page=40","Split Beko 1.5Cv 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 15:37

198 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-beko-15cv-12000btu-r410-5834941","Split Beko 1.5Cv 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536522-110","https://www.expat-dakar.com/climatisation?page=40","Split Beko 1.25CV 9000btu r410
Neuf
Plateau,
Dakar

15. déc. '23, 23:19

179 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-beko-125cv-9000btu-r410-5834949","Split Beko 1.25CV 9000btu r410","Neuf","Plateau

Dakar",""
"1707536527-111","https://www.expat-dakar.com/climatisation?page=39","SPLIT ENDURO 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

13. déc. '23, 21:00

209 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-enduro-15cv-inverter-12000btu-5835007","SPLIT ENDURO 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536530-112","https://www.expat-dakar.com/climatisation?page=39","Climatiseur split hisense 1.5 INVERTER
Neuf
Plateau,
Dakar

12. août '23, 14:48

Vendeur vérifié

255 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/climatiseur-split-hisense-15-inverter-5795447","Climatiseur split hisense 1.5 INVERTER","Neuf","Plateau

Dakar",""
"1707536532-113","https://www.expat-dakar.com/climatisation?page=39","SPLIT ENDURO 9000BTU 1.25CV R410
Neuf
Plateau,
Dakar

13. déc. '23, 15:36

159 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-enduro-9000btu-125cv-r410-5836456","SPLIT ENDURO 9000BTU 1.25CV R410","Neuf","Plateau

Dakar",""
"1707536535-114","https://www.expat-dakar.com/climatisation?page=39","SPLIT ENDURO 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 14:57

179 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-enduro-15cv-12000btu-r410-5836468","SPLIT ENDURO 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536537-115","https://www.expat-dakar.com/climatisation?page=39","SPLIT ENDURO 2CV 18000BTU R410
Neuf
Plateau,
Dakar

14. déc. '23, 00:55

239 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-enduro-2cv-18000btu-r410-5836501","SPLIT ENDURO 2CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536540-116","https://www.expat-dakar.com/climatisation?page=39","Split smart technology 12000 Btu
Neuf
Plateau,
Dakar

14. août '23, 12:39

144 900 F Cfa

763256402","https://www.expat-dakar.com/annonce/split-smart-technology-12000-btu-5833941","Split smart technology 12000 Btu","Neuf","Plateau

Dakar",""
"1707536543-117","https://www.expat-dakar.com/climatisation?page=39","Split LG 24000BTU ARMOIRE INVERTER
Neuf
Plateau,
Dakar

15. déc. '23, 23:18

1 120 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-lg-24000btu-armoire-inverter-5836839","Split LG 24000BTU ARMOIRE INVERTER","Neuf","Plateau

Dakar",""
"1707536545-118","https://www.expat-dakar.com/climatisation?page=39","Split Astech 1 cv, 9000btu
Neuf
Médina,
Dakar

15. août '23, 17:27

150 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/split-astech-1-cv-9000btu-2745465","Split Astech 1 cv, 9000btu","Neuf","Médina

Dakar",""
"1707536548-119","https://www.expat-dakar.com/climatisation?page=39","Climatiseur split deska 1cv 9000btu
Neuf
Plateau,
Dakar

16. août '23, 11:44

Vendeur vérifié

140 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/climatiseur-split-deska-1cv-9000btu-5652059","Climatiseur split deska 1cv 9000btu","Neuf","Plateau

Dakar",""
"1707536550-120","https://www.expat-dakar.com/climatisation?page=39","Split astech 12000 BTU 1.5 CV
Neuf
Hlm grand-yoff,
Dakar

16. janv., 13:08

175 000 F Cfa

773570471","https://www.expat-dakar.com/annonce/split-astech-12000-btu-15-cv-5840114","Split astech 12000 BTU 1.5 CV","Neuf","Hlm grand-yoff

Dakar",""
"1707536555-121","https://www.expat-dakar.com/climatisation?page=38","SPLIT BEKO 2.5CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

13. déc. '23, 02:37

379 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-beko-25cv-inverter-18000btu-5840563","SPLIT BEKO 2.5CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536558-122","https://www.expat-dakar.com/climatisation?page=38","SPLIT BEKO 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

14. déc. '23, 01:01

259 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-beko-15cv-inverter-12000btu-5840567","SPLIT BEKO 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536560-123","https://www.expat-dakar.com/climatisation?page=38","SPLIT SAMSUNG 2.5CV DOUBLE INVERTER 18000BTU
Neuf
Plateau,
Dakar

14. déc. '23, 01:37

419 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-samsung-25cv-double-inverter-18000btu-5840583","SPLIT SAMSUNG 2.5CV DOUBLE INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536563-124","https://www.expat-dakar.com/climatisation?page=38","SPLIT BEKO 2CV 18000BTU R410
Neuf
Plateau,
Dakar

19. déc. '23, 14:11

309 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-beko-2cv-18000btu-r410-5846312","SPLIT BEKO 2CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536565-125","https://www.expat-dakar.com/climatisation?page=38","SPLIT BEKO 3CV 24000BTU R410
Neuf
Plateau,
Dakar

26. déc. '23, 15:18

469 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-beko-3cv-24000btu-r410-5846322","SPLIT BEKO 3CV 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536568-126","https://www.expat-dakar.com/climatisation?page=38","SPLIT ELACTRON 3CV 24000BTU A++
Neuf
Plateau,
Dakar

30. déc. '23, 01:10

329 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-elactron-3cv-24000btu-a-5846326","SPLIT ELACTRON 3CV 24000BTU A++","Neuf","Plateau

Dakar",""
"1707536570-127","https://www.expat-dakar.com/climatisation?page=38","SPLIT GREE 3CV 24000BTU R410 A±+
Neuf
Plateau,
Dakar

22. déc. '23, 18:41

344 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-gree-3cv-24000btu-r410-a-5846329","SPLIT GREE 3CV 24000BTU R410 A±+","Neuf","Plateau

Dakar",""
"1707536573-128","https://www.expat-dakar.com/climatisation?page=38","SPLIT HAIER 3CV 18000BTU R410 A++
Neuf
Plateau,
Dakar

26. déc. '23, 15:00

329 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-haier-3cv-18000btu-r410-a-5846333","SPLIT HAIER 3CV 18000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536575-129","https://www.expat-dakar.com/climatisation?page=38","SPLIT HISENSE 22000BTU R410 A++
Neuf
Plateau,
Dakar

20. déc. '23, 03:09

369 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-hisense-22000btu-r410-a-5846336","SPLIT HISENSE 22000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536577-130","https://www.expat-dakar.com/climatisation?page=38","SPLIT HISENSE 3CV 24000BTU R410 A++
Neuf
Plateau,
Dakar

20. déc. '23, 20:11

379 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-hisense-3cv-24000btu-r410-a-5846342","SPLIT HISENSE 3CV 24000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536582-131","https://www.expat-dakar.com/climatisation?page=37","SPLIT HISENSE 2CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

20. déc. '23, 20:07

319 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-hisense-2cv-inverter-18000btu-5846345","SPLIT HISENSE 2CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536585-132","https://www.expat-dakar.com/climatisation?page=37","SPLIT SAMSUNG 9000BTU R410A++
Neuf
Plateau,
Dakar

22. déc. '23, 00:46

239 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-samsung-9000btu-r410a-5846355","SPLIT SAMSUNG 9000BTU R410A++","Neuf","Plateau

Dakar",""
"1707536588-133","https://www.expat-dakar.com/climatisation?page=37","SPLIT ROCH 1.25 CV INVERTER 9000BTU
Neuf
Plateau,
Dakar

26. déc. '23, 15:40

198 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-roch-125-cv-inverter-9000btu-5846358","SPLIT ROCH 1.25 CV INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536590-134","https://www.expat-dakar.com/climatisation?page=37","SPLIT BEKO 1,5CV 12000BTU R410A++
Neuf
Plateau,
Dakar

20. déc. '23, 03:09

198 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-beko-15cv-12000btu-r410a-5847643","SPLIT BEKO 1,5CV 12000BTU R410A++","Neuf","Plateau

Dakar",""
"1707536593-135","https://www.expat-dakar.com/climatisation?page=37","SPLIT BEKO 1,25CV 9000BTU R410A++
Neuf
Plateau,
Dakar

20. déc. '23, 20:10

174 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-beko-125cv-9000btu-r410a-5847652","SPLIT BEKO 1,25CV 9000BTU R410A++","Neuf","Plateau

Dakar",""
"1707536595-136","https://www.expat-dakar.com/climatisation?page=37","VENTILATEUR MURAL ROCH 18""
Neuf
Ouakam,
Dakar

24. août '23, 13:36

Vendeur vérifié

25 000 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-mural-roch-18-5796189","VENTILATEUR MURAL ROCH 18""","Neuf","Ouakam

Dakar",""
"1707536598-137","https://www.expat-dakar.com/climatisation?page=37","SPLIT ASTECH - 9000 BTU - 1.25 CV - A++
Neuf
Ouakam,
Dakar

6. janv., 14:31

159 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/split-astech-9000-btu-125-cv-a-5850186","SPLIT ASTECH - 9000 BTU - 1.25 CV - A++","Neuf","Ouakam

Dakar",""
"1707536600-138","https://www.expat-dakar.com/climatisation?page=37","SPLIT SKAGGU 1.25CV 9000BTU R410
Neuf
Plateau,
Dakar

2. janv., 16:38

149 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-skaggu-125cv-9000btu-r410-5850301","SPLIT SKAGGU 1.25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536603-139","https://www.expat-dakar.com/climatisation?page=37","SPLIT 2,5CV SKAGGU 18000BTU R410
Neuf
Plateau,
Dakar

26. déc. '23, 15:25

219 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-25cv-skaggu-18000btu-r410-5850305","SPLIT 2,5CV SKAGGU 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536605-140","https://www.expat-dakar.com/climatisation?page=37","SPLIT 1,5CV SKAGGU 12000BTU R4110
Neuf
Plateau,
Dakar

26. déc. '23, 15:35

169 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-15cv-skaggu-12000btu-r4110-5850307","SPLIT 1,5CV SKAGGU 12000BTU R4110","Neuf","Plateau

Dakar",""
"1707536611-141","https://www.expat-dakar.com/climatisation?page=36","SPLIT LAVA 1,25CV 9000BTU R410
Neuf
Plateau,
Dakar

26. déc. '23, 15:38

149 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-lava-125cv-9000btu-r410-5850313","SPLIT LAVA 1,25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536613-142","https://www.expat-dakar.com/climatisation?page=36","Split 1vav 9000btu
Neuf
Colobane,
Dakar

25. août '23, 15:42

144 900 F Cfa

763762042","https://www.expat-dakar.com/annonce/split-1vav-9000btu-5848475","Split 1vav 9000btu","Neuf","Colobane

Dakar",""
"1707536616-143","https://www.expat-dakar.com/climatisation?page=36","SPLIT ROCH ARMOIRE 24000BTU
Neuf
Plateau,
Dakar

28. déc. '23, 01:57

569 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-roch-armoire-24000btu-5851465","SPLIT ROCH ARMOIRE 24000BTU","Neuf","Plateau

Dakar",""
"1707536618-144","https://www.expat-dakar.com/climatisation?page=36","SPLIT SHARP 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

26. déc. '23, 15:35

259 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-sharp-15cv-inverter-12000btu-5854023","SPLIT SHARP 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536620-145","https://www.expat-dakar.com/climatisation?page=36","SPLIT SHARP 1,25CV INVERTER 9000btu
Neuf
Plateau,
Dakar

30. déc. '23, 00:02

239 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-sharp-125cv-inverter-9000btu-5854025","SPLIT SHARP 1,25CV INVERTER 9000btu","Neuf","Plateau

Dakar",""
"1707536623-146","https://www.expat-dakar.com/climatisation?page=36","SPLIT ROCH 3CV 24000BTU R410
Neuf
Plateau,
Dakar

26. déc. '23, 18:24

329 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-roch-3cv-24000btu-r410-5854027","SPLIT ROCH 3CV 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536625-147","https://www.expat-dakar.com/climatisation?page=36","SPLIT ROCH 1,25CV INVERTER 9000BTU
Neuf
Plateau,
Dakar

26. déc. '23, 15:01

198 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-roch-125cv-inverter-9000btu-5854030","SPLIT ROCH 1,25CV INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536628-148","https://www.expat-dakar.com/climatisation?page=36","SPLIT LG DUAL INVERTER 70% D'ECONOMIE
Neuf
Plateau,
Dakar

26. déc. '23, 18:03

330 000 F Cfa

783181818

783088888","https://www.expat-dakar.com/annonce/split-lg-dual-inverter-70-deconomie-5854908","SPLIT LG DUAL INVERTER 70% D'ECONOMIE","Neuf","Plateau

Dakar",""
"1707536630-149","https://www.expat-dakar.com/climatisation?page=36","SPLIT SAMSUNG 1,5CV TRIPLE INVERTER WIND FREE
Neuf
Plateau,
Dakar

30. déc. '23, 01:14

389 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-samsung-15cv-triple-inverter-wind-free-5857633","SPLIT SAMSUNG 1,5CV TRIPLE INVERTER WIND FREE","Neuf","Plateau

Dakar",""
"1707536633-150","https://www.expat-dakar.com/climatisation?page=36","SPLIT ASTECH 9000 BTU-
Neuf
Point-e,
Dakar

1. sept. '23, 17:30

149 900 F Cfa

763256402","https://www.expat-dakar.com/annonce/split-astech-9000-btu-4716933","SPLIT ASTECH 9000 BTU-","Neuf","Point-e

Dakar",""
"1707536638-151","https://www.expat-dakar.com/climatisation?page=35","SPLIT LAVA 2,5CV 18000BTU R410
Neuf
Plateau,
Dakar

2. janv., 01:04

229 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-lava-25cv-18000btu-r410-5862152","SPLIT LAVA 2,5CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536640-152","https://www.expat-dakar.com/climatisation?page=35","CLIMATISEUR BEKO 1,25 INVERTER 9000BTU
Neuf
Plateau,
Dakar

3. janv., 10:09

239 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/climatiseur-beko-125-inverter-9000btu-5863227","CLIMATISEUR BEKO 1,25 INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536643-153","https://www.expat-dakar.com/climatisation?page=35","CLIMATISEUR MIDEA 3CV 24000BTU R410
Neuf
Plateau,
Dakar

13. janv., 00:49

379 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/climatiseur-midea-3cv-24000btu-r410-5863235","CLIMATISEUR MIDEA 3CV 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536645-154","https://www.expat-dakar.com/climatisation?page=35","CLIMATISEUR MIDEA 1,25CV 9000BTU R410
Neuf
Plateau,
Dakar

5. janv., 00:37

189 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/climatiseur-midea-125cv-9000btu-r410-5863236","CLIMATISEUR MIDEA 1,25CV 9000BTU R410","Neuf","Plateau

Dakar",""
