web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,details,etat_clim,adresse,prix
"1707537382-411","https://www.expat-dakar.com/climatisation?page=9","SPLIT Sharp 18000 BTU
Neuf
Plateau,
Dakar

26. déc. '23, 10:21

Vendeur vérifié

285 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-sharp-18000-btu-5437338","SPLIT Sharp 18000 BTU","Neuf","Plateau

Dakar",""
"1707537385-412","https://www.expat-dakar.com/climatisation?page=9","Split Astech 1.25
Neuf
Plateau,
Dakar

26. déc. '23, 17:24

140 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-125-5598561","Split Astech 1.25","Neuf","Plateau

Dakar",""
"1707537387-413","https://www.expat-dakar.com/climatisation?page=9","PROMO SPLIT FINIX 18000BTU INVERTER 2.5CV
Neuf
Plateau,
Dakar

26. déc. '23, 18:40

269 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-split-finix-18000btu-inverter-25cv-5967054","PROMO SPLIT FINIX 18000BTU INVERTER 2.5CV","Neuf","Plateau

Dakar",""
"1707537390-414","https://www.expat-dakar.com/climatisation?page=9","PROMO SPLIT FINIX 12000BTU 1.5CV INVERTER
Neuf
Plateau,
Dakar

26. déc. '23, 18:43

219 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-split-finix-12000btu-15cv-inverter-5967058","PROMO SPLIT FINIX 12000BTU 1.5CV INVERTER","Neuf","Plateau

Dakar",""
"1707537392-415","https://www.expat-dakar.com/climatisation?page=9","PROMO SPLIT 18000BTU 2.5CV
Neuf
Plateau,
Dakar

26. déc. '23, 18:50

239 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-split-18000btu-25cv-5967062","PROMO SPLIT 18000BTU 2.5CV","Neuf","Plateau

Dakar",""
"1707537395-416","https://www.expat-dakar.com/climatisation?page=9","Climatiseur 1.50 cv
D'occasion
Sicap mbao,
Dakar

2. janv., 09:28

130 000 F Cfa

784229199","https://www.expat-dakar.com/annonce/climatiseur-150-cv-5968816","Climatiseur 1.50 cv","D'occasion","Sicap mbao

Dakar",""
"1707537398-417","https://www.expat-dakar.com/climatisation?page=9","SPLIT HISENSE 2CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

30. déc. '23, 00:25

298 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-hisense-2cv-inverter-18000btu-5969036","SPLIT HISENSE 2CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707537400-418","https://www.expat-dakar.com/climatisation?page=9","SPLIT ASTECH 1.5CV A++
Neuf
Ouakam,
Dakar

30. déc. '23, 14:12

Vendeur vérifié

169 900 F Cfa

190 000 F Cfa

Économisez 10.6%

770521414

709557473","https://www.expat-dakar.com/annonce/split-astech-15cv-a-4966259","SPLIT ASTECH 1.5CV A++","Neuf","Ouakam

Dakar","169 900 F Cfa"
"1707537403-419","https://www.expat-dakar.com/climatisation?page=9","Climatiseur Astech
Neuf
Amitié,
Dakar

31. déc. '23, 16:22

150 000 F Cfa

784351307","https://www.expat-dakar.com/annonce/climatiseur-astech-5969756","Climatiseur Astech","Neuf","Amitié

Dakar",""
"1707537405-420","https://www.expat-dakar.com/climatisation?page=9","SPLIT HISENSE 2CV 18000BTU R410
Neuf
Plateau,
Dakar

2. janv., 01:01

239 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-hisense-2cv-18000btu-r410-5970323","SPLIT HISENSE 2CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707537411-421","https://www.expat-dakar.com/climatisation?page=8","Clim portable en parfait état
D'occasion
Grand-Yoff,
Dakar

15. janv., 17:34

50 000 F Cfa

764191061","https://www.expat-dakar.com/annonce/clim-portable-en-parfait-etat-5969580","Clim portable en parfait état","D'occasion","Grand-Yoff

Dakar",""
"1707537413-422","https://www.expat-dakar.com/climatisation?page=8","CLIMATISEUR ROCH PORTATIF 12000BTU RAC-P12R4- A
Neuf
Plateau,
Dakar

2. janv., 11:05

Vendeur vérifié

250 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/climatiseur-roch-portatif-12000btu-rac-p12r4-a-5804604","CLIMATISEUR ROCH PORTATIF 12000BTU RAC-P12R4- A","Neuf","Plateau

Dakar",""
"1707537416-423","https://www.expat-dakar.com/climatisation?page=8","Split Astech 1.25
Neuf
Plateau,
Dakar

3. janv., 18:13

140 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-125-5920805","Split Astech 1.25","Neuf","Plateau

Dakar",""
"1707537419-424","https://www.expat-dakar.com/climatisation?page=8","Climatisation portatif astech
D'occasion
Hann maristes,
Dakar

4. janv., 10:01

60 000 F Cfa

785255701

750121830","https://www.expat-dakar.com/annonce/climatisation-portatif-astech-5971972","Climatisation portatif astech","D'occasion","Hann maristes

Dakar",""
"1707537422-425","https://www.expat-dakar.com/climatisation?page=8","Climatiseur ROCH Portable 12000 BTU
Neuf
Plateau,
Dakar

4. janv., 11:51

Vendeur vérifié

300 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/climatiseur-roch-portable-12000-btu-5363113","Climatiseur ROCH Portable 12000 BTU","Neuf","Plateau

Dakar",""
"1707537424-426","https://www.expat-dakar.com/climatisation?page=8","lustre avec ventilateur et bluethoof
Neuf
Ouakam,
Dakar

4. janv., 17:06

Vendeur vérifié

79 900 F Cfa

90 000 F Cfa

Économisez 11.2%

770521414

709557473","https://www.expat-dakar.com/annonce/lustre-avec-ventilateur-et-bluethoof-5972450","lustre avec ventilateur et bluethoof","Neuf","Ouakam

Dakar","79 900 F Cfa"
"1707537442-427","https://www.expat-dakar.com/climatisation?page=8","SPLIT MDV 12000BTU CASSETTE GAZ410
Neuf
Plateau,
Dakar

4. janv., 22:26

549 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-mdv-12000btu-cassette-gaz410-5972640","SPLIT MDV 12000BTU CASSETTE GAZ410","Neuf","Plateau

Dakar",""
"1707537444-428","https://www.expat-dakar.com/climatisation?page=8","SPLIT SMART TECHNOLOGY 9000BTU GAZ 410
Neuf
Plateau,
Dakar

5. janv., 08:54

Vendeur vérifié

145 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-smart-technology-9000btu-gaz-410-5829254","SPLIT SMART TECHNOLOGY 9000BTU GAZ 410","Neuf","Plateau

Dakar",""
"1707537447-429","https://www.expat-dakar.com/climatisation?page=8","Climatiseur en parfait état moins utilisé 1.5 cv
D'occasion
Cité keur gorgui,
Dakar

9. janv., 10:14

100 000 F Cfa

771302676","https://www.expat-dakar.com/annonce/climatiseur-en-parfait-etat-moins-utilise-15-cv-5969742","Climatiseur en parfait état moins utilisé 1.5 cv","D'occasion","Cité keur gorgui

Dakar",""
"1707537449-430","https://www.expat-dakar.com/climatisation?page=8","SPLIT ASTECH 9000BTU 1.25CV INVERTER
Neuf
Plateau,
Dakar

7. janv., 21:54

198 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-astech-9000btu-125cv-inverter-5974389","SPLIT ASTECH 9000BTU 1.25CV INVERTER","Neuf","Plateau

Dakar",""
"1707537455-431","https://www.expat-dakar.com/climatisation?page=7","SPLIT TCL 24000BTU 3CV
Neuf
Plateau,
Dakar

7. janv., 23:58

324 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-tcl-24000btu-3cv-5974425","SPLIT TCL 24000BTU 3CV","Neuf","Plateau

Dakar",""
"1707537458-432","https://www.expat-dakar.com/climatisation?page=7","SPLIT TCL 18000BTU 2.5CV GAZ 410
Neuf
Plateau,
Dakar

8. janv., 00:07

259 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-tcl-18000btu-25cv-gaz-410-5974426","SPLIT TCL 18000BTU 2.5CV GAZ 410","Neuf","Plateau

Dakar",""
"1707537460-433","https://www.expat-dakar.com/climatisation?page=7","SPLIT TCL 12000BTU 1.5CV GAZ 410
Neuf
Plateau,
Dakar

9. janv., 15:39

189 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-tcl-12000btu-15cv-gaz-410-5974430","SPLIT TCL 12000BTU 1.5CV GAZ 410","Neuf","Plateau

Dakar",""
"1707537462-434","https://www.expat-dakar.com/climatisation?page=7","CLIMATISEUR EVVOLI 12000BTU PORTATIF EVPR 12K
Neuf
Plateau,
Dakar

9. janv., 11:37

Vendeur vérifié

250 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/climatiseur-evvoli-12000btu-portatif-evpr-12k-5804612","CLIMATISEUR EVVOLI 12000BTU PORTATIF EVPR 12K","Neuf","Plateau

Dakar",""
"1707537465-435","https://www.expat-dakar.com/climatisation?page=7","SPLIT SMART 12000BTU
Neuf
Plateau,
Dakar

9. janv., 11:38

Vendeur vérifié

155 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-smart-12000btu-5829275","SPLIT SMART 12000BTU","Neuf","Plateau

Dakar",""
"1707537468-436","https://www.expat-dakar.com/climatisation?page=7","SPLIT BEKO 1.5 CV 12000 BTU R410
Neuf
Plateau,
Dakar

9. janv., 19:09

210 000 F Cfa

783181818

783088888","https://www.expat-dakar.com/annonce/split-beko-15-cv-12000-btu-r410-5975994","SPLIT BEKO 1.5 CV 12000 BTU R410","Neuf","Plateau

Dakar",""
"1707537471-437","https://www.expat-dakar.com/climatisation?page=7","Clim SPLIT ASTECH 12000BTU 1.5 CV R410 A ++
Neuf
Plateau,
Dakar

10. oct. '23, 07:39

Vendeur vérifié

210 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/clim-split-astech-12000btu-15-cv-r410-a-5757567","Clim SPLIT ASTECH 12000BTU 1.5 CV R410 A ++","Neuf","Plateau

Dakar",""
"1707537473-438","https://www.expat-dakar.com/climatisation?page=7","Grand Ventilo à vendre
Réconditionné
Grand-Yoff,
Dakar

11. janv., 10:16

25 000 F Cfa

777086163","https://www.expat-dakar.com/annonce/grand-ventilo-a-vendre-5977035","Grand Ventilo à vendre","Réconditionné","Grand-Yoff

Dakar",""
"1707537476-439","https://www.expat-dakar.com/climatisation?page=7","SpLIT lG 9000BTU INVERTER
Neuf
Mbour,
Thiès

11. janv., 13:27

Vendeur vérifié

785835353

770128551","https://www.expat-dakar.com/annonce/split-lg-9000btu-inverter-5872571","SpLIT lG 9000BTU INVERTER","Neuf","Mbour

Thiès",""
"1707537479-440","https://www.expat-dakar.com/climatisation?page=7","Split astech
Neuf
Plateau,
Dakar

11. janv., 15:01

155 000 F Cfa

772655737

770591408

783991936","https://www.expat-dakar.com/annonce/split-astech-5768309","Split astech","Neuf","Plateau

Dakar",""
"1707537484-441","https://www.expat-dakar.com/climatisation?page=6","SPLIT CLIMATISEU ROCH 12000BTU 1.5. CV R410
Neuf
Plateau,
Dakar

14. oct. '23, 23:21

Vendeur vérifié

195 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/split-climatiseu-roch-12000btu-15-cv-r410-3565593","SPLIT CLIMATISEU ROCH 12000BTU 1.5. CV R410","Neuf","Plateau

Dakar",""
"1707537487-442","https://www.expat-dakar.com/climatisation?page=6","VENTILATEUR RECHARGEABLE ROCH 18""
Neuf
Ouakam,
Dakar

12. janv., 11:02

Vendeur vérifié

44 900 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-rechargeable-roch-18-5851960","VENTILATEUR RECHARGEABLE ROCH 18""","Neuf","Ouakam

Dakar",""
"1707537490-443","https://www.expat-dakar.com/climatisation?page=6","SPLIT ASTECH 18000BTU 2CV
Neuf
Plateau,
Dakar

14. janv., 23:33

239 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-astech-18000btu-2cv-5980276","SPLIT ASTECH 18000BTU 2CV","Neuf","Plateau

Dakar",""
"1707537493-444","https://www.expat-dakar.com/climatisation?page=6","Split smart technology 1.5cv 12000 btu
Neuf
Hlm grand-yoff,
Dakar

16. janv., 13:09

170 000 F Cfa

773570471","https://www.expat-dakar.com/annonce/split-smart-technology-15cv-12000-btu-5840139","Split smart technology 1.5cv 12000 btu","Neuf","Hlm grand-yoff

Dakar",""
"1707537495-445","https://www.expat-dakar.com/climatisation?page=6","SPLIT WESTPOOL 9000BTU INVERTER ACS/M09410S
Neuf
Plateau,
Dakar

17. janv., 08:34

Vendeur vérifié

250 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-westpool-9000btu-inverter-acsm09410s-5783596","SPLIT WESTPOOL 9000BTU INVERTER ACS/M09410S","Neuf","Plateau

Dakar",""
"1707537498-446","https://www.expat-dakar.com/climatisation?page=6","Split samsung 18000btu soit 2.5Cv
Neuf
Plateau,
Dakar

17. janv., 18:01

385 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-samsung-18000btu-soit-25cv-5635027","Split samsung 18000btu soit 2.5Cv","Neuf","Plateau

Dakar",""
"1707537501-447","https://www.expat-dakar.com/climatisation?page=6","CLIM SPLIT SHARP 12000BTU 1.5 CV R33
Neuf
Plateau,
Dakar

2. janv., 20:59

Vendeur vérifié

310 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/clim-split-sharp-12000btu-15-cv-r33-5045405","CLIM SPLIT SHARP 12000BTU 1.5 CV R33","Neuf","Plateau

Dakar",""
"1707537503-448","https://www.expat-dakar.com/climatisation?page=6","CLIMATISEUR SHARP 1.5 CV A VENDRE
D'occasion
Ouakam,
Dakar

22. janv., 11:49

125 000 F Cfa

772196161","https://www.expat-dakar.com/annonce/climatiseur-sharp-15-cv-a-vendre-5986248","CLIMATISEUR SHARP 1.5 CV A VENDRE","D'occasion","Ouakam

Dakar",""
"1707537506-449","https://www.expat-dakar.com/climatisation?page=6","Climatiseur en état
D'occasion
Mbour,
Thiès

22. janv., 16:53

135 000 F Cfa

777425915","https://www.expat-dakar.com/annonce/climatiseur-en-etat-5986028","Climatiseur en état","D'occasion","Mbour

Thiès",""
"1707537509-450","https://www.expat-dakar.com/climatisation?page=6","Climatiseur à air
Neuf
Hann maristes,
Dakar

23. janv., 12:31

70 000 F Cfa

776727484

773936501","https://www.expat-dakar.com/annonce/climatiseur-a-air-5987817","Climatiseur à air","Neuf","Hann maristes

Dakar",""
"1707537514-451","https://www.expat-dakar.com/climatisation?page=5","Froid et climatisation
Neuf
Kaolack,
Kaolack

24. janv., 10:44

10 000 F Cfa","https://www.expat-dakar.com/annonce/froid-et-climatisation-5988194","Froid et climatisation","Neuf","Kaolack

Kaolack",""
"1707537516-452","https://www.expat-dakar.com/climatisation?page=5","SPLIT SHARP 9000 BTU 1.25
Neuf
Plateau,
Dakar

24. janv., 10:51

Vendeur vérifié

190 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-sharp-9000-btu-125-5448324","SPLIT SHARP 9000 BTU 1.25","Neuf","Plateau

Dakar",""
"1707537519-453","https://www.expat-dakar.com/climatisation?page=5","Climatiseur ROCH PORTATIF 9000 BTU
Neuf
Gueule-Tapée,
Dakar

24. janv., 16:43

185 000 F Cfa

764131369

776429866

770842756","https://www.expat-dakar.com/annonce/climatiseur-roch-portatif-9000-btu-5988999","Climatiseur ROCH PORTATIF 9000 BTU","Neuf","Gueule-Tapée

Dakar",""
"1707537522-454","https://www.expat-dakar.com/climatisation?page=5","SUPPORT SPLIT TCL GRAND MODEL
Neuf
Plateau,
Dakar

24. janv., 23:22

12 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/support-split-tcl-grand-model-5989188","SUPPORT SPLIT TCL GRAND MODEL","Neuf","Plateau

Dakar",""
"1707537524-455","https://www.expat-dakar.com/climatisation?page=5","SPLIT NASCO 24000BTU R22 MIROIR
Neuf
Plateau,
Dakar

25. janv., 23:48

310 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-nasco-24000btu-r22-miroir-5990068","SPLIT NASCO 24000BTU R22 MIROIR","Neuf","Plateau

Dakar",""
"1707537527-456","https://www.expat-dakar.com/climatisation?page=5","SPLIT NASCO 24000BTU R22 GOLDEN
Neuf
Plateau,
Dakar

25. janv., 23:59

310 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-nasco-24000btu-r22-golden-5990071","SPLIT NASCO 24000BTU R22 GOLDEN","Neuf","Plateau

Dakar",""
"1707537530-457","https://www.expat-dakar.com/climatisation?page=5","SPLIT NASCO 24000BTU INVERTER BLANC
Neuf
Plateau,
Dakar

26. janv., 00:07

329 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-nasco-24000btu-inverter-blanc-5990073","SPLIT NASCO 24000BTU INVERTER BLANC","Neuf","Plateau

Dakar",""
"1707537532-458","https://www.expat-dakar.com/climatisation?page=5","Split solstar 18000BTU 2.5 CV R410
Neuf
Plateau,
Dakar

7. oct. '23, 07:32

Vendeur vérifié

265 900 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/split-solstar-18000btu-25-cv-r410-2745916","Split solstar 18000BTU 2.5 CV R410","Neuf","Plateau

Dakar",""
"1707537535-459","https://www.expat-dakar.com/climatisation?page=5","installation gratuite ASTECH 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

10. oct. '23, 07:29

Vendeur vérifié

210 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/installation-gratuite-astech-12000btu-15-cv-r410-2744746","installation gratuite ASTECH 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar",""
"1707537538-460","https://www.expat-dakar.com/climatisation?page=5","CLIMATISEUR SPLIT BEKO 18000BTU 2.5 CV R410 TRÈS BONNE
Neuf
Plateau,
Dakar

25. nov. '23, 08:31

Vendeur vérifié

295 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/climatiseur-split-beko-18000btu-25-cv-r410-tres-bonne-3003297","CLIMATISEUR SPLIT BEKO 18000BTU 2.5 CV R410 TRÈS BONNE","Neuf","Plateau

Dakar",""
"1707537543-461","https://www.expat-dakar.com/climatisation?page=4","SPLIT ASTECH 18000BTU 2.5 CV A++
Neuf
Plateau,
Dakar

20. oct. '23, 11:16

Vendeur vérifié

235 000 F Cfa

285 000 F Cfa

Économisez 17.5%

775267261

338423746","https://www.expat-dakar.com/annonce/split-astech-18000btu-25-cv-a-3134749","SPLIT ASTECH 18000BTU 2.5 CV A++","Neuf","Plateau

Dakar","235 000 F Cfa"
"1707537546-462","https://www.expat-dakar.com/climatisation?page=4","SPLIT WESTPOOL 12000BTU ACS/M-11C 410S
Neuf
Plateau,
Dakar

lundi, 09:12

Vendeur vérifié

220 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-westpool-12000btu-acsm-11c-410s-5783603","SPLIT WESTPOOL 12000BTU ACS/M-11C 410S","Neuf","Plateau

Dakar",""
"1707537548-463","https://www.expat-dakar.com/climatisation?page=4","SPLIT BRUHM 9000BTU R410A
Neuf
Plateau,
Dakar

mardi, 01:32

149 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-bruhm-9000btu-r410a-5992933","SPLIT BRUHM 9000BTU R410A","Neuf","Plateau

Dakar",""
"1707537551-464","https://www.expat-dakar.com/climatisation?page=4","SPLIT BRUHM 12000BTU R410A
Neuf
Plateau,
Dakar

mardi, 01:53

159 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-bruhm-12000btu-r410a-5992938","SPLIT BRUHM 12000BTU R410A","Neuf","Plateau

Dakar",""
"1707537554-465","https://www.expat-dakar.com/climatisation?page=4","Split Midea 12000 BTU 1.5 CV Climatiseur
Neuf
Plateau,
Dakar

mardi, 10:50

Vendeur vérifié

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-midea-12000-btu-15-cv-climatiseur-5580812","Split Midea 12000 BTU 1.5 CV Climatiseur","Neuf","Plateau

Dakar",""
"1707537556-466","https://www.expat-dakar.com/climatisation?page=4","SPLIT HISENSE 12000 BTU INVERTER R410A
Neuf
Plateau,
Dakar

mardi, 10:50

Vendeur vérifié

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-hisense-12000-btu-inverter-r410a-5723449","SPLIT HISENSE 12000 BTU INVERTER R410A","Neuf","Plateau

Dakar",""
"1707537559-467","https://www.expat-dakar.com/climatisation?page=4","CLIMATISEUR ASTECH 12000BTU 1.5 CV INVENTER
Neuf
Plateau,
Dakar

30. oct. '23, 13:36

Vendeur vérifié

210 000 F Cfa

259 000 F Cfa

Économisez 18.9%

775267261

338423746","https://www.expat-dakar.com/annonce/climatiseur-astech-12000btu-15-cv-inventer-3495676","CLIMATISEUR ASTECH 12000BTU 1.5 CV INVENTER","Neuf","Plateau

Dakar","210 000 F Cfa"
"1707537561-468","https://www.expat-dakar.com/climatisation?page=4","CLIMATISEUR BEKO 18000BTU 2.25 CV R410
Neuf
Plateau,
Dakar

16. oct. '23, 22:30

Vendeur vérifié

390 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/climatiseur-beko-18000btu-225-cv-r410-2969411","CLIMATISEUR BEKO 18000BTU 2.25 CV R410","Neuf","Plateau

Dakar",""
"1707537564-469","https://www.expat-dakar.com/climatisation?page=4","SPLIT BRUHM 9000BTU R410A
Neuf
Plateau,
Dakar

mercredi, 00:15

149 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-bruhm-9000btu-r410a-5993740","SPLIT BRUHM 9000BTU R410A","Neuf","Plateau

Dakar",""
"1707537567-470","https://www.expat-dakar.com/climatisation?page=4","SPLIT BRUHM IST 12000BTU R410A
Neuf
Plateau,
Dakar

mercredi, 00:20

159 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-bruhm-ist-12000btu-r410a-5993745","SPLIT BRUHM IST 12000BTU R410A","Neuf","Plateau

Dakar",""
"1707537572-471","https://www.expat-dakar.com/climatisation?page=3","Support climatiseur extérieur
Neuf
Plateau,
Dakar

mercredi, 11:21

Vendeur vérifié

10 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/support-climatiseur-exterieur-5201834","Support climatiseur extérieur","Neuf","Plateau

Dakar",""
"1707537575-472","https://www.expat-dakar.com/climatisation?page=3","SPLIT MIDEA 24000BTU 3CV GAZ 410
Neuf
Plateau,
Dakar

mercredi, 23:54

378 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-midea-24000btu-3cv-gaz-410-5994527","SPLIT MIDEA 24000BTU 3CV GAZ 410","Neuf","Plateau

Dakar",""
"1707537578-473","https://www.expat-dakar.com/climatisation?page=3","ventilateur de plafond avec lumière
Neuf
Sacré-cœur,
Dakar

jeudi, 15:11

70 000 F Cfa

778200101","https://www.expat-dakar.com/annonce/ventilateur-de-plafond-avec-lumiere-5995170","ventilateur de plafond avec lumière","Neuf","Sacré-cœur

Dakar",""
"1707537580-474","https://www.expat-dakar.com/climatisation?page=3","CLIM SPLIT SHARP 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

8. nov. '23, 07:36

Vendeur vérifié

190 000 F Cfa

229 000 F Cfa

Économisez 17%

775267261

338423746","https://www.expat-dakar.com/annonce/clim-split-sharp-12000btu-15-cv-r410-2922522","CLIM SPLIT SHARP 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","190 000 F Cfa"
"1707537583-475","https://www.expat-dakar.com/climatisation?page=3","CLIMATISEUR ROCH 1.5 CV A VENDRE
D'occasion
Mermoz,
Dakar

vendredi, 14:58

160 000 F Cfa

771490338","https://www.expat-dakar.com/annonce/climatiseur-roch-15-cv-a-vendre-5995897","CLIMATISEUR ROCH 1.5 CV A VENDRE","D'occasion","Mermoz

Dakar",""
"1707537585-476","https://www.expat-dakar.com/climatisation?page=3","Climatiseur Astech
Neuf
Grand-Dakar,
Dakar

vendredi, 15:39

55 000 F Cfa

764201205","https://www.expat-dakar.com/annonce/climatiseur-astech-5995956","Climatiseur Astech","Neuf","Grand-Dakar

Dakar",""
"1707537588-477","https://www.expat-dakar.com/climatisation?page=3","SPLIT MIDEA ARMOIRE 48000BTU 5CV
Neuf
Plateau,
Dakar

vendredi, 23:01

980 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-midea-armoire-48000btu-5cv-5996201","SPLIT MIDEA ARMOIRE 48000BTU 5CV","Neuf","Plateau

Dakar",""
"1707537590-478","https://www.expat-dakar.com/climatisation?page=3","SPLIT MIDEA 24000BTU 3CV GAZ 410
Neuf
Plateau,
Dakar

vendredi, 23:06

389 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-midea-24000btu-3cv-gaz-410-5996202","SPLIT MIDEA 24000BTU 3CV GAZ 410","Neuf","Plateau

Dakar",""
"1707537593-479","https://www.expat-dakar.com/climatisation?page=3","SPLIT MIDEA CASSETTE 18000BTU 2.5CV
Neuf
Plateau,
Dakar

dimanche, 23:56

689 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-midea-cassette-18000btu-25cv-5997071","SPLIT MIDEA CASSETTE 18000BTU 2.5CV","Neuf","Plateau

Dakar",""
"1707537596-480","https://www.expat-dakar.com/climatisation?page=3","SPLIT MIDEA CASSETTE 12000BTU 1.5CV
Neuf
Plateau,
Dakar

lundi, 00:02

589 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-midea-cassette-12000btu-15cv-5997072","SPLIT MIDEA CASSETTE 12000BTU 1.5CV","Neuf","Plateau

Dakar",""
"1707537601-481","https://www.expat-dakar.com/climatisation?page=2","Climatiseur AMK
D'occasion
Avenue Bourguiba,
Dakar

lundi, 10:10

90 000 F Cfa

781525867","https://www.expat-dakar.com/annonce/climatiseur-amk-5996705","Climatiseur AMK","D'occasion","Avenue Bourguiba

Dakar",""
"1707537605-482","https://www.expat-dakar.com/climatisation?page=2","CLIMATISEUR BEKO PORTATIF 9000BTU BPN 109C
Neuf
Plateau,
Dakar

lundi, 14:04

Vendeur vérifié

210 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/climatiseur-beko-portatif-9000btu-bpn-109c-5804591","CLIMATISEUR BEKO PORTATIF 9000BTU BPN 109C","Neuf","Plateau

Dakar",""
"1707537607-483","https://www.expat-dakar.com/climatisation?page=2","SPLIT TCL 12000 BTU 2.5 CV
Neuf
Plateau,
Dakar

lundi, 14:18

Vendeur vérifié

275 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-tcl-12000-btu-25-cv-5354734","SPLIT TCL 12000 BTU 2.5 CV","Neuf","Plateau

Dakar",""
"1707537611-484","https://www.expat-dakar.com/climatisation?page=2","CLIMATISEURS OCCASION À VENDRE
D'occasion
Mamelles,
Dakar

mardi, 19:23

120 000 F Cfa

770866410","https://www.expat-dakar.com/annonce/climatiseurs-occasion-a-vendre-5998262","CLIMATISEURS OCCASION À VENDRE","D'occasion","Mamelles

Dakar",""
"1707537613-485","https://www.expat-dakar.com/climatisation?page=2","SPLIT Sharp 2.5CV
D'occasion
Point-e,
Dakar

mercredi, 08:17

200 000 F Cfa

783055059","https://www.expat-dakar.com/annonce/split-sharp-25cv-5998284","SPLIT Sharp 2.5CV","D'occasion","Point-e

Dakar",""
"1707537616-486","https://www.expat-dakar.com/climatisation?page=2","SPLIT BEKO 12000BTU (1.5CV)
Neuf
Ouakam,
Dakar

mercredi, 11:04

Vendeur vérifié

199 900 F Cfa

250 000 F Cfa

Économisez 20%

770521414

709557473","https://www.expat-dakar.com/annonce/split-beko-12000btu-15cv-5731807","SPLIT BEKO 12000BTU (1.5CV)","Neuf","Ouakam

Dakar","199 900 F Cfa"
